"Code du département";"Libellé du département";"Code de la circonscription";"registered";"voted";"whites";"void";"N°Liste 1";"Nuance Liste 1";"Libellé Abrégé Liste 1";"Libellé Etendu Liste 1";"Nom Tête de Liste 1";"Voix 1";"N°Liste 2";"Nuance Liste 2";"Libellé Abrégé Liste 2";"Libellé Etendu Liste 2";"Nom Tête de Liste 2";"Voix 2";"N°Liste 3";"Nuance Liste 3";"Libellé Abrégé Liste 3";"Libellé Etendu Liste 3";"Nom Tête de Liste 3";"Voix 3";"N°Liste 4";"Nuance Liste 4";"Libellé Abrégé Liste 4";"Libellé Etendu Liste 4";"Nom Tête de Liste 4";"Voix 4"
17;"CHARENTE MARITIME";2;101161;56950;1312;1032;2;"LUG";"PLUS FORTS PLUS SOLIDAIRE";"PLUS FORTS PLUS SOLIDAIRES ENSEMBLE";"ROUSSET Alain";22382;3;"LUD";"GENERATION NOUVELLE REGIO";"GENERATION NOUVELLE REGION";"CALMELS Virginie";19279;8;"LFN";"LISTE FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"COLOMBIER Jacques";12945;;;;;;
17;"CHARENTE MARITIME";3;81720;45880;1140;1017;2;"LUG";"PLUS FORTS PLUS SOLIDAIRE";"PLUS FORTS PLUS SOLIDAIRES ENSEMBLE";"ROUSSET Alain";17302;3;"LUD";"GENERATION NOUVELLE REGIO";"GENERATION NOUVELLE REGION";"CALMELS Virginie";15059;8;"LFN";"LISTE FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"COLOMBIER Jacques";11362;;;;;;
17;"CHARENTE MARITIME";4;88809;51306;1078;1165;2;"LUG";"PLUS FORTS PLUS SOLIDAIRE";"PLUS FORTS PLUS SOLIDAIRES ENSEMBLE";"ROUSSET Alain";16080;3;"LUD";"GENERATION NOUVELLE REGIO";"GENERATION NOUVELLE REGION";"CALMELS Virginie";18293;8;"LFN";"LISTE FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"COLOMBIER Jacques";14690;;;;;;
17;"CHARENTE MARITIME";5;108795;62926;1324;1134;2;"LUG";"PLUS FORTS PLUS SOLIDAIRE";"PLUS FORTS PLUS SOLIDAIRES ENSEMBLE";"ROUSSET Alain";19355;3;"LUD";"GENERATION NOUVELLE REGIO";"GENERATION NOUVELLE REGION";"CALMELS Virginie";22665;8;"LFN";"LISTE FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"COLOMBIER Jacques";18448;;;;;;
18;"CHER";1;72785;42027;1263;788;7;"LUG";"A FOND MA REGION";"A FOND MA REGION AVEC FRANCOIS BONNEAU";"BONNEAU François";13956;5;"LUD";"CENTRE RENAISSANCE";"Centre - Val de Loire, la Renaissance !";"VIGIER Philippe";14199;1;"LFN";"LISTE FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE  PAR MARINE LE PEN";"LOISEAU Philippe";11821;;;;;;
18;"CHER";2;70302;39172;1148;967;7;"LUG";"A FOND MA REGION";"A FOND MA REGION AVEC FRANCOIS BONNEAU";"BONNEAU François";14812;5;"LUD";"CENTRE RENAISSANCE";"Centre - Val de Loire, la Renaissance !";"VIGIER Philippe";10399;1;"LFN";"LISTE FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE  PAR MARINE LE PEN";"LOISEAU Philippe";11846;;;;;;
18;"CHER";3;86462;50515;1519;1329;7;"LUG";"A FOND MA REGION";"A FOND MA REGION AVEC FRANCOIS BONNEAU";"BONNEAU François";16942;5;"LUD";"CENTRE RENAISSANCE";"Centre - Val de Loire, la Renaissance !";"VIGIER Philippe";14652;1;"LFN";"LISTE FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE  PAR MARINE LE PEN";"LOISEAU Philippe";16073;;;;;;
19;"CORREZE";1;93474;58964;2101;2183;2;"LUG";"PLUS FORTS PLUS SOLIDAIRE";"PLUS FORTS PLUS SOLIDAIRES ENSEMBLE";"ROUSSET Alain";25192;3;"LUD";"GENERATION NOUVELLE REGIO";"GENERATION NOUVELLE REGION";"CALMELS Virginie";20040;8;"LFN";"LISTE FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"COLOMBIER Jacques";9448;;;;;;
19;"CORREZE";2;92679;55402;1583;1668;2;"LUG";"PLUS FORTS PLUS SOLIDAIRE";"PLUS FORTS PLUS SOLIDAIRES ENSEMBLE";"ROUSSET Alain";21834;3;"LUD";"GENERATION NOUVELLE REGIO";"GENERATION NOUVELLE REGION";"CALMELS Virginie";20167;8;"LFN";"LISTE FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"COLOMBIER Jacques";10150;;;;;;
"2A";"CORSE SUD";1;49797;32235;523;449;6;"LDVG";"PRIMA A CORSICA";"PRIMA A CORSICA";"GIACOBBI Paul";6860;2;"LREG";"PÈ A CORSICA";"PÈ A CORSICA";"SIMEONI Gilles";10803;11;"LUD";"LE RASSEMBLEMENT";"LE RASSEMBLEMENT";"ROSSI José";10311;1;"LFN";"FRONT NATIONAL";"FRONT NATIONAL CORSE AVEC MARINE LE PEN";"CANIONI Christophe";3289
"2A";"CORSE SUD";2;57024;37604;474;405;6;"LDVG";"PRIMA A CORSICA";"PRIMA A CORSICA";"GIACOBBI Paul";7810;2;"LREG";"PÈ A CORSICA";"PÈ A CORSICA";"SIMEONI Gilles";11925;11;"LUD";"LE RASSEMBLEMENT";"LE RASSEMBLEMENT";"ROSSI José";13403;1;"LFN";"FRONT NATIONAL";"FRONT NATIONAL CORSE AVEC MARINE LE PEN";"CANIONI Christophe";3587
"2B";"HAUTE CORSE";1;57573;37126;803;728;6;"LDVG";"PRIMA A CORSICA";"PRIMA A CORSICA";"GIACOBBI Paul";9853;2;"LREG";"PÈ A CORSICA";"PÈ A CORSICA";"SIMEONI Gilles";14504;11;"LUD";"LE RASSEMBLEMENT";"LE RASSEMBLEMENT";"ROSSI José";7678;1;"LFN";"FRONT NATIONAL";"FRONT NATIONAL CORSE AVEC MARINE LE PEN";"CANIONI Christophe";3560
"2B";"HAUTE CORSE";2;65430;47077;647;487;6;"LDVG";"PRIMA A CORSICA";"PRIMA A CORSICA";"GIACOBBI Paul";18084;2;"LREG";"PÈ A CORSICA";"PÈ A CORSICA";"SIMEONI Gilles";15608;11;"LUD";"LE RASSEMBLEMENT";"LE RASSEMBLEMENT";"ROSSI José";9088;1;"LFN";"FRONT NATIONAL";"FRONT NATIONAL CORSE AVEC MARINE LE PEN";"CANIONI Christophe";3163
21;"COTE D'OR";1;66477;43385;776;604;10;"LUG";"REGION AVANCE";"NOTRE REGION D'AVANCE";"DUFAY Marie-Guite";16235;3;"LUD";"REGION GRAND";"LA REGION EN GRAND";"SAUVADET François";16845;1;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRÉSENTÉE PAR MARINE LE PEN";"MONTEL Sophie";8925;;;;;;
21;"COTE D'OR";2;66488;41482;836;693;10;"LUG";"REGION AVANCE";"NOTRE REGION D'AVANCE";"DUFAY Marie-Guite";13785;3;"LUD";"REGION GRAND";"LA REGION EN GRAND";"SAUVADET François";14947;1;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRÉSENTÉE PAR MARINE LE PEN";"MONTEL Sophie";11221;;;;;;
21;"COTE D'OR";3;69305;42876;852;729;10;"LUG";"REGION AVANCE";"NOTRE REGION D'AVANCE";"DUFAY Marie-Guite";15878;3;"LUD";"REGION GRAND";"LA REGION EN GRAND";"SAUVADET François";13325;1;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRÉSENTÉE PAR MARINE LE PEN";"MONTEL Sophie";12092;;;;;;
21;"COTE D'OR";4;69204;44780;907;1050;10;"LUG";"REGION AVANCE";"NOTRE REGION D'AVANCE";"DUFAY Marie-Guite";11624;3;"LUD";"REGION GRAND";"LA REGION EN GRAND";"SAUVADET François";18226;1;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRÉSENTÉE PAR MARINE LE PEN";"MONTEL Sophie";12973;;;;;;
21;"COTE D'OR";5;83849;51511;968;1090;10;"LUG";"REGION AVANCE";"NOTRE REGION D'AVANCE";"DUFAY Marie-Guite";13554;3;"LUD";"REGION GRAND";"LA REGION EN GRAND";"SAUVADET François";19746;1;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRÉSENTÉE PAR MARINE LE PEN";"MONTEL Sophie";16153;;;;;;
22;"COTES D'ARMOR";1;89099;52140;1795;1128;2;"LUG";"AVEC J.Y. LE DRIAN";"POUR LA BRETAGNE AVEC JEAN-YVES LE DRIAN";"LE DRIAN Jean-Yves";26591;8;"LUD";"LES REPUBLICAINS";"LE CHOIX DE LA BRETAGNE";"LE FUR Marc";14292;7;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PENNELLE Gilles";8334;;;;;;
22;"COTES D'ARMOR";2;95053;58260;1651;1588;2;"LUG";"AVEC J.Y. LE DRIAN";"POUR LA BRETAGNE AVEC JEAN-YVES LE DRIAN";"LE DRIAN Jean-Yves";26478;8;"LUD";"LES REPUBLICAINS";"LE CHOIX DE LA BRETAGNE";"LE FUR Marc";17342;7;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PENNELLE Gilles";11201;;;;;;
22;"COTES D'ARMOR";3;86926;55321;1077;1116;2;"LUG";"AVEC J.Y. LE DRIAN";"POUR LA BRETAGNE AVEC JEAN-YVES LE DRIAN";"LE DRIAN Jean-Yves";21000;8;"LUD";"LES REPUBLICAINS";"LE CHOIX DE LA BRETAGNE";"LE FUR Marc";24381;7;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PENNELLE Gilles";7747;;;;;;
22;"COTES D'ARMOR";4;79053;47287;1688;1499;2;"LUG";"AVEC J.Y. LE DRIAN";"POUR LA BRETAGNE AVEC JEAN-YVES LE DRIAN";"LE DRIAN Jean-Yves";24274;8;"LUD";"LES REPUBLICAINS";"LE CHOIX DE LA BRETAGNE";"LE FUR Marc";11248;7;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PENNELLE Gilles";8578;;;;;;
22;"COTES D'ARMOR";5;103802;61162;1947;1712;2;"LUG";"AVEC J.Y. LE DRIAN";"POUR LA BRETAGNE AVEC JEAN-YVES LE DRIAN";"LE DRIAN Jean-Yves";30811;8;"LUD";"LES REPUBLICAINS";"LE CHOIX DE LA BRETAGNE";"LE FUR Marc";15874;7;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PENNELLE Gilles";10818;;;;;;
23;"CREUSE";1;94745;54607;2109;1986;2;"LUG";"PLUS FORTS PLUS SOLIDAIRE";"PLUS FORTS PLUS SOLIDAIRES ENSEMBLE";"ROUSSET Alain";21613;3;"LUD";"GENERATION NOUVELLE REGIO";"GENERATION NOUVELLE REGION";"CALMELS Virginie";18251;8;"LFN";"LISTE FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"COLOMBIER Jacques";10648;;;;;;
24;"DORDOGNE";1;74967;45361;1341;1392;2;"LUG";"PLUS FORTS PLUS SOLIDAIRE";"PLUS FORTS PLUS SOLIDAIRES ENSEMBLE";"ROUSSET Alain";20236;3;"LUD";"GENERATION NOUVELLE REGIO";"GENERATION NOUVELLE REGION";"CALMELS Virginie";12514;8;"LFN";"LISTE FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"COLOMBIER Jacques";9878;;;;;;
24;"DORDOGNE";2;82042;49208;1123;1301;2;"LUG";"PLUS FORTS PLUS SOLIDAIRE";"PLUS FORTS PLUS SOLIDAIRES ENSEMBLE";"ROUSSET Alain";20071;3;"LUD";"GENERATION NOUVELLE REGIO";"GENERATION NOUVELLE REGION";"CALMELS Virginie";13686;8;"LFN";"LISTE FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"COLOMBIER Jacques";13027;;;;;;
24;"DORDOGNE";3;67996;44205;1321;1391;2;"LUG";"PLUS FORTS PLUS SOLIDAIRE";"PLUS FORTS PLUS SOLIDAIRES ENSEMBLE";"ROUSSET Alain";18714;3;"LUD";"GENERATION NOUVELLE REGIO";"GENERATION NOUVELLE REGION";"CALMELS Virginie";13185;8;"LFN";"LISTE FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"COLOMBIER Jacques";9594;;;;;;
24;"DORDOGNE";4;87170;54231;1573;1669;2;"LUG";"PLUS FORTS PLUS SOLIDAIRE";"PLUS FORTS PLUS SOLIDAIRES ENSEMBLE";"ROUSSET Alain";24422;3;"LUD";"GENERATION NOUVELLE REGIO";"GENERATION NOUVELLE REGION";"CALMELS Virginie";15527;8;"LFN";"LISTE FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"COLOMBIER Jacques";11040;;;;;;
25;"DOUBS";1;73982;46668;1025;792;10;"LUG";"REGION AVANCE";"NOTRE REGION D'AVANCE";"DUFAY Marie-Guite";19897;3;"LUD";"REGION GRAND";"LA REGION EN GRAND";"SAUVADET François";12491;1;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRÉSENTÉE PAR MARINE LE PEN";"MONTEL Sophie";12463;;;;;;
25;"DOUBS";2;78041;50118;1126;936;10;"LUG";"REGION AVANCE";"NOTRE REGION D'AVANCE";"DUFAY Marie-Guite";21272;3;"LUD";"REGION GRAND";"LA REGION EN GRAND";"SAUVADET François";14282;1;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRÉSENTÉE PAR MARINE LE PEN";"MONTEL Sophie";12502;;;;;;
25;"DOUBS";3;65899;41166;1028;1194;10;"LUG";"REGION AVANCE";"NOTRE REGION D'AVANCE";"DUFAY Marie-Guite";12938;3;"LUD";"REGION GRAND";"LA REGION EN GRAND";"SAUVADET François";11852;1;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRÉSENTÉE PAR MARINE LE PEN";"MONTEL Sophie";14154;;;;;;
25;"DOUBS";4;67117;40878;935;923;10;"LUG";"REGION AVANCE";"NOTRE REGION D'AVANCE";"DUFAY Marie-Guite";14210;3;"LUD";"REGION GRAND";"LA REGION EN GRAND";"SAUVADET François";9012;1;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRÉSENTÉE PAR MARINE LE PEN";"MONTEL Sophie";15798;;;;;;
25;"DOUBS";5;79898;50565;1094;1279;10;"LUG";"REGION AVANCE";"NOTRE REGION D'AVANCE";"DUFAY Marie-Guite";13663;3;"LUD";"REGION GRAND";"LA REGION EN GRAND";"SAUVADET François";20898;1;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRÉSENTÉE PAR MARINE LE PEN";"MONTEL Sophie";13631;;;;;;
26;"DROME";1;74455;43028;698;696;10;"LUG";"NOUS, C'EST LA RÉGION";"NOUS, C'EST LA RÉGION";"QUEYRANNE Jean-Jack";16041;6;"LUD";"WAUQUIEZ 2015, UN NOUVEAU";"WAUQUIEZ 2015, un nouveau souffle pour notre région LE GRAND RASSEMBLEMENT de la DROITE et du CENTRE";"WAUQUIEZ Laurent";16697;3;"LFN";"LISTE FRONT NATIONAL PRÉS";"Liste Front National présentée par Marine LE PEN";"BOUDOT Christophe";8896;;;;;;
26;"DROME";2;91411;53590;1040;929;10;"LUG";"NOUS, C'EST LA RÉGION";"NOUS, C'EST LA RÉGION";"QUEYRANNE Jean-Jack";16527;6;"LUD";"WAUQUIEZ 2015, UN NOUVEAU";"WAUQUIEZ 2015, un nouveau souffle pour notre région LE GRAND RASSEMBLEMENT de la DROITE et du CENTRE";"WAUQUIEZ Laurent";18562;3;"LFN";"LISTE FRONT NATIONAL PRÉS";"Liste Front National présentée par Marine LE PEN";"BOUDOT Christophe";16532;;;;;;
26;"DROME";3;104755;67111;1494;1173;10;"LUG";"NOUS, C'EST LA RÉGION";"NOUS, C'EST LA RÉGION";"QUEYRANNE Jean-Jack";26631;6;"LUD";"WAUQUIEZ 2015, UN NOUVEAU";"WAUQUIEZ 2015, un nouveau souffle pour notre région LE GRAND RASSEMBLEMENT de la DROITE et du CENTRE";"WAUQUIEZ Laurent";21743;3;"LFN";"LISTE FRONT NATIONAL PRÉS";"Liste Front National présentée par Marine LE PEN";"BOUDOT Christophe";16070;;;;;;
26;"DROME";4;92629;55219;1132;950;10;"LUG";"NOUS, C'EST LA RÉGION";"NOUS, C'EST LA RÉGION";"QUEYRANNE Jean-Jack";19022;6;"LUD";"WAUQUIEZ 2015, UN NOUVEAU";"WAUQUIEZ 2015, un nouveau souffle pour notre région LE GRAND RASSEMBLEMENT de la DROITE et du CENTRE";"WAUQUIEZ Laurent";18673;3;"LFN";"LISTE FRONT NATIONAL PRÉS";"Liste Front National présentée par Marine LE PEN";"BOUDOT Christophe";15442;;;;;;
27;"EURE";1;85286;48540;848;636;5;"LUG";"FORCES DE GAUCHE";"AU SERVICE DE TOUS LES NORMANDS";"MAYER-ROSSIGNOL Nicolas";13163;8;"LUD";"UNION DE LA DROITE";"LA NORMANDIE CONQUERANTE AVEC HERVÉ MORIN";"MORIN Hervé";17538;6;"LFN";"BLEU MARINE";"NORMANDIE BLEU MARINE";"BAY Nicolas";16355;;;;;;
27;"EURE";2;78066;46952;915;574;5;"LUG";"FORCES DE GAUCHE";"AU SERVICE DE TOUS LES NORMANDS";"MAYER-ROSSIGNOL Nicolas";14260;8;"LUD";"UNION DE LA DROITE";"LA NORMANDIE CONQUERANTE AVEC HERVÉ MORIN";"MORIN Hervé";16505;6;"LFN";"BLEU MARINE";"NORMANDIE BLEU MARINE";"BAY Nicolas";14698;;;;;;
27;"EURE";3;83676;51445;886;729;5;"LUG";"FORCES DE GAUCHE";"AU SERVICE DE TOUS LES NORMANDS";"MAYER-ROSSIGNOL Nicolas";14065;8;"LUD";"UNION DE LA DROITE";"LA NORMANDIE CONQUERANTE AVEC HERVÉ MORIN";"MORIN Hervé";19997;6;"LFN";"BLEU MARINE";"NORMANDIE BLEU MARINE";"BAY Nicolas";15768;;;;;;
27;"EURE";4;88882;52651;1075;587;5;"LUG";"FORCES DE GAUCHE";"AU SERVICE DE TOUS LES NORMANDS";"MAYER-ROSSIGNOL Nicolas";18236;8;"LUD";"UNION DE LA DROITE";"LA NORMANDIE CONQUERANTE AVEC HERVÉ MORIN";"MORIN Hervé";16321;6;"LFN";"BLEU MARINE";"NORMANDIE BLEU MARINE";"BAY Nicolas";16432;;;;;;
27;"EURE";5;88652;51022;874;717;5;"LUG";"FORCES DE GAUCHE";"AU SERVICE DE TOUS LES NORMANDS";"MAYER-ROSSIGNOL Nicolas";13981;8;"LUD";"UNION DE LA DROITE";"LA NORMANDIE CONQUERANTE AVEC HERVÉ MORIN";"MORIN Hervé";17778;6;"LFN";"BLEU MARINE";"NORMANDIE BLEU MARINE";"BAY Nicolas";17672;;;;;;
28;"EURE ET LOIR";1;88496;51398;1001;1082;7;"LUG";"A FOND MA REGION";"A FOND MA REGION AVEC FRANCOIS BONNEAU";"BONNEAU François";16743;5;"LUD";"CENTRE RENAISSANCE";"Centre - Val de Loire, la Renaissance !";"VIGIER Philippe";18988;1;"LFN";"LISTE FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE  PAR MARINE LE PEN";"LOISEAU Philippe";13584;;;;;;
28;"EURE ET LOIR";2;73467;39247;772;842;7;"LUG";"A FOND MA REGION";"A FOND MA REGION AVEC FRANCOIS BONNEAU";"BONNEAU François";10700;5;"LUD";"CENTRE RENAISSANCE";"Centre - Val de Loire, la Renaissance !";"VIGIER Philippe";13790;1;"LFN";"LISTE FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE  PAR MARINE LE PEN";"LOISEAU Philippe";13143;;;;;;
28;"EURE ET LOIR";3;71228;41200;736;1120;7;"LUG";"A FOND MA REGION";"A FOND MA REGION AVEC FRANCOIS BONNEAU";"BONNEAU François";12415;5;"LUD";"CENTRE RENAISSANCE";"Centre - Val de Loire, la Renaissance !";"VIGIER Philippe";13914;1;"LFN";"LISTE FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE  PAR MARINE LE PEN";"LOISEAU Philippe";13015;;;;;;
28;"EURE ET LOIR";4;67156;41461;604;1205;7;"LUG";"A FOND MA REGION";"A FOND MA REGION AVEC FRANCOIS BONNEAU";"BONNEAU François";8154;5;"LUD";"CENTRE RENAISSANCE";"Centre - Val de Loire, la Renaissance !";"VIGIER Philippe";19221;1;"LFN";"LISTE FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE  PAR MARINE LE PEN";"LOISEAU Philippe";12277;;;;;;
29;"FINISTERE";1;87618;50892;1716;923;2;"LUG";"AVEC J.Y. LE DRIAN";"POUR LA BRETAGNE AVEC JEAN-YVES LE DRIAN";"LE DRIAN Jean-Yves";26162;8;"LUD";"LES REPUBLICAINS";"LE CHOIX DE LA BRETAGNE";"LE FUR Marc";14510;7;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PENNELLE Gilles";7581;;;;;;
29;"FINISTERE";2;77873;39285;2133;83;2;"LUG";"AVEC J.Y. LE DRIAN";"POUR LA BRETAGNE AVEC JEAN-YVES LE DRIAN";"LE DRIAN Jean-Yves";21023;8;"LUD";"LES REPUBLICAINS";"LE CHOIX DE LA BRETAGNE";"LE FUR Marc";9883;7;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PENNELLE Gilles";6163;;;;;;
29;"FINISTERE";3;88370;49337;1767;564;2;"LUG";"AVEC J.Y. LE DRIAN";"POUR LA BRETAGNE AVEC JEAN-YVES LE DRIAN";"LE DRIAN Jean-Yves";24503;8;"LUD";"LES REPUBLICAINS";"LE CHOIX DE LA BRETAGNE";"LE FUR Marc";13840;7;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PENNELLE Gilles";8663;;;;;;
29;"FINISTERE";4;82284;46313;1636;1068;2;"LUG";"AVEC J.Y. LE DRIAN";"POUR LA BRETAGNE AVEC JEAN-YVES LE DRIAN";"LE DRIAN Jean-Yves";23107;8;"LUD";"LES REPUBLICAINS";"LE CHOIX DE LA BRETAGNE";"LE FUR Marc";13632;7;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PENNELLE Gilles";6870;;;;;;
29;"FINISTERE";5;93224;52387;1577;959;2;"LUG";"AVEC J.Y. LE DRIAN";"POUR LA BRETAGNE AVEC JEAN-YVES LE DRIAN";"LE DRIAN Jean-Yves";25053;8;"LUD";"LES REPUBLICAINS";"LE CHOIX DE LA BRETAGNE";"LE FUR Marc";16425;7;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PENNELLE Gilles";8373;;;;;;
29;"FINISTERE";6;89370;51936;1821;1207;2;"LUG";"AVEC J.Y. LE DRIAN";"POUR LA BRETAGNE AVEC JEAN-YVES LE DRIAN";"LE DRIAN Jean-Yves";25563;8;"LUD";"LES REPUBLICAINS";"LE CHOIX DE LA BRETAGNE";"LE FUR Marc";14159;7;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PENNELLE Gilles";9186;;;;;;
29;"FINISTERE";7;80380;45797;1427;1118;2;"LUG";"AVEC J.Y. LE DRIAN";"POUR LA BRETAGNE AVEC JEAN-YVES LE DRIAN";"LE DRIAN Jean-Yves";23510;8;"LUD";"LES REPUBLICAINS";"LE CHOIX DE LA BRETAGNE";"LE FUR Marc";12349;7;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PENNELLE Gilles";7393;;;;;;
29;"FINISTERE";8;86407;48642;1672;1226;2;"LUG";"AVEC J.Y. LE DRIAN";"POUR LA BRETAGNE AVEC JEAN-YVES LE DRIAN";"LE DRIAN Jean-Yves";25057;8;"LUD";"LES REPUBLICAINS";"LE CHOIX DE LA BRETAGNE";"LE FUR Marc";11259;7;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PENNELLE Gilles";9428;;;;;;
30;"GARD";1;85746;49596;1027;837;3;"LUG";"NOTRE SUD EN COMMUN";"Notre Sud en commun - Liste conduite par Carole DELGA";"DELGA Carole";17061;2;"LUD";"JE M'ENGAGE POUR MA REG";"JE M'ENGAGE POUR MA REGION";"REYNIÉ Dominique";10068;9;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"ALIOT Louis";20603;;;;;;
30;"GARD";2;86358;54484;1185;985;3;"LUG";"NOTRE SUD EN COMMUN";"Notre Sud en commun - Liste conduite par Carole DELGA";"DELGA Carole";17265;2;"LUD";"JE M'ENGAGE POUR MA REG";"JE M'ENGAGE POUR MA REGION";"REYNIÉ Dominique";10116;9;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"ALIOT Louis";24933;;;;;;
30;"GARD";3;92327;57392;1290;1020;3;"LUG";"NOTRE SUD EN COMMUN";"Notre Sud en commun - Liste conduite par Carole DELGA";"DELGA Carole";18814;2;"LUD";"JE M'ENGAGE POUR MA REG";"JE M'ENGAGE POUR MA REGION";"REYNIÉ Dominique";12040;9;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"ALIOT Louis";24228;;;;;;
30;"GARD";4;92274;56750;1487;1282;3;"LUG";"NOTRE SUD EN COMMUN";"Notre Sud en commun - Liste conduite par Carole DELGA";"DELGA Carole";20352;2;"LUD";"JE M'ENGAGE POUR MA REG";"JE M'ENGAGE POUR MA REGION";"REYNIÉ Dominique";10674;9;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"ALIOT Louis";22955;;;;;;
30;"GARD";5;93167;57827;1563;1352;3;"LUG";"NOTRE SUD EN COMMUN";"Notre Sud en commun - Liste conduite par Carole DELGA";"DELGA Carole";25158;2;"LUD";"JE M'ENGAGE POUR MA REG";"JE M'ENGAGE POUR MA REGION";"REYNIÉ Dominique";9156;9;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"ALIOT Louis";20598;;;;;;
30;"GARD";6;79841;46176;990;769;3;"LUG";"NOTRE SUD EN COMMUN";"Notre Sud en commun - Liste conduite par Carole DELGA";"DELGA Carole";16793;2;"LUD";"JE M'ENGAGE POUR MA REG";"JE M'ENGAGE POUR MA REGION";"REYNIÉ Dominique";9482;9;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"ALIOT Louis";18142;;;;;;
31;"HAUTE GARONNE";1;78900;45175;819;539;3;"LUG";"NOTRE SUD EN COMMUN";"Notre Sud en commun - Liste conduite par Carole DELGA";"DELGA Carole";25338;2;"LUD";"JE M'ENGAGE POUR MA REG";"JE M'ENGAGE POUR MA REGION";"REYNIÉ Dominique";9464;9;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"ALIOT Louis";9015;;;;;;
